PID,TEST_CYCLE,TEST_SUITE,TEST_CASE,TARGET RELEASE/BUILD,END TO END TEST NAME,OUTPUT LOCATION,ASSIGNED TEAM,WHEN TO RUN,MAIN FUNCTIONAL AREA,SUB FUNCTIONAL AREA,TOTAL RUN LOGS,RUN LOGS PASSED,RUN LOGS FAILED,RUN LOGS SKIPPED,RUN LOGS ERROR,EXECUTION RESULT,EXECUTION STATE 1,EXECUTION STATE 2,FAILURE MESSAGE 1,FAILURE MESSAGE 2,LINK TO EXECUTION ARTIFACTS 1,LINK TO EXECUTION ARTIFACTS 2,LINK TO LOGS 1,LINK TO LOGS 2
TR-20512112,2025-09-17_STEX,BDOR_L8z_Echo,TC-22597,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22597] - Verify that it retrieves nested AOI fault info on controller profile fault page.,https://sncstexregression1.az.ra.rockwell.com/stdouts/536877886.txt,POD 33 - MerLEE,,Structured Text Editor,[Devices -> Device Profile],2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:27:50 AM      Failed to connect with the path 'Ethernet\\\\10.240.12.36\\\\Backplane\\\\0'. Please check path validity and connection.         09/18/2025 04:27:50 AM      The controller path is set incorrectly.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512112\536876755,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512112\536877886,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user45)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159231909&to=1758159532795,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user09)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169439619&to=1758169803282
TR-20512114,2025-09-17_STEX,BDOR_L8z_Echo,TC-22701,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,"[TC-22701] Verify the inline livevalue displayed for in st-faultHandler routine, When the fault is generated",https://sncstexregression1.az.ra.rockwell.com/stdouts/536877893.txt,POD 53 - Griffin,,Structured Text Editor,[UI Components],2,1,1,0,0,UNSTABLE,Passed,Failed,,TypeError: Cannot read properties of undefined (reading 'isToolPanelVisible'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512114\536876768,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512114\536877893,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user30)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159281151&to=1758159628279,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user10)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169595169&to=1758169962204
TR-20512115,2025-09-17_STEX,BDOR_L8z_Echo,TC-22711,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22711] LD Code Editor Online - Validate inline live values are shown for atomic simple tags in ladder code editor.,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878032.txt,POD 53 - Griffin,,Structured Text Editor,"[UI Components, Ladder Diagram -> Editor]",2,1,1,0,0,UNSTABLE,Passed,Failed,,TypeError: Cannot read properties of undefined (reading 'isToolPanelVisible'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512115\536876952,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512115\536878032,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user11)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159341900&to=1758159707249,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user27)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169634690&to=1758170030316
TR-20512116,2025-09-17_STEX,BDOR_L8z_Echo,TC-22746,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22746] LD Code Editor Offline Validate inline values are shown for atomic simple tags in ladder code editor,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878035.txt,POD 53 - Griffin,,Structured Text Editor,[Structured Text Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512116\536876955,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512116\536878035,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user19)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159570705&to=1758159775579,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user26)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169633042&to=1758169822482
TR-20512117,2025-09-17_STEX,BDOR_L8z_Echo,TC-22747,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,"[TC-22747] Verify the inline livevalue displayed for routine, When controller ON mode",https://sncstexregression1.az.ra.rockwell.com/stdouts/536878040.txt,POD 53 - Griffin,,Structured Text Editor,[UI Components],2,1,1,0,0,UNSTABLE,Passed,Failed,,TypeError: Cannot read properties of undefined (reading 'isToolPanelVisible'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512117\536876961,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512117\536878040,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user25)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159348040&to=1758159831745,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user32)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169644184&to=1758170042857
TR-20512118,2025-09-17_STEX,BDOR_L8z_Echo,TC-22762,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22762] Verify LD-Editor of Program/Task Marked as Inhibited  Should not Have vertical  Green Rail in Execution Tab.,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878038.txt,POD 56 - Hummingbird,,Structured Text Editor,[Structured Text Editor],2,1,1,0,0,UNSTABLE,Passed,Failed,,The specified selector does not match any element in the DOM tree.          > | Selector('.ra-ide-app-shell__main-group__panels__pinned__center-panels .ra-ide-dock-panel__container')            |   .with({ visibilityCheck: true timeout: 500 })            |   .find('.mat-mdc-tab-label-container .static-text-inner')            |   .withExactText('Console'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512118\536876958,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512118\536878038,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159567417&to=1758159975728,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user46)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169632425&to=1758169926286
TR-20512119,2025-09-17_STEX,BDOR_L8z_Echo,TC-22763,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22763] Verify Online Visual chip indicators within LD code editor,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878023.txt,POD 56 - Hummingbird,,Structured Text Editor,[Structured Text Editor],2,1,1,0,0,UNSTABLE,Passed,Failed,,The specified selector does not match any element in the DOM tree.          > | Selector('.ra-ide-app-shell__main-group__panels__pinned__center-panels .ra-ide-dock-panel__container')            |   .with({ visibilityCheck: true timeout: 500 })            |   .find('.mat-mdc-tab-label-container .static-text-inner')            |   .withExactText('Console'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512119\536876943,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512119\536878023,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159394316&to=1758160291939,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169651511&to=1758169981012
TR-20512120,2025-09-17_STEX,BDOR_L8z_Echo,TC-22767,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22767] Verify Changing the Remote Run to Remote Program should not show Vertical Green Rail in System SO,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878013.txt,POD 56 - Hummingbird,,Structured Text Editor,[Structured Text Editor],2,1,1,0,0,UNSTABLE,Passed,Failed,,The specified selector does not match any element in the DOM tree.          > | Selector('.ra-ide-app-shell__main-group__panels__pinned__center-panels .ra-ide-dock-panel__container')            |   .with({ visibilityCheck: true timeout: 500 })            |   .find('.mat-mdc-tab-label-container .static-text-inner')            |   .withExactText('Console'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512120\536876936,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512120\536878013,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user62)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159433970&to=1758159958129,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user01)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169665766&to=1758169943854
TR-20512121,2025-09-17_STEX,BDOR_L8z_Echo,TC-22769,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22769] Verify If Controller is Major-Faulted then LD-Editor vertical Green Rail should Not be displayed for Main Routine of Fault handler,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878021.txt,POD 56 - Hummingbird,,Structured Text Editor,[Structured Text Editor],2,1,1,0,0,UNSTABLE,Passed,Failed,,The specified selector does not match any element in the DOM tree.          > | Selector('.ra-ide-app-shell__main-group__panels__pinned__center-panels .ra-ide-dock-panel__container')            |   .with({ visibilityCheck: true timeout: 500 })            |   .find('.mat-mdc-tab-label-container .static-text-inner')            |   .withExactText('Console'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512121\536876941,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512121\536878021,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user09)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159452830&to=1758160349749,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user15)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169763203&to=1758170058803
TR-20512122,2025-09-17_STEX,BDOR_L8z_Echo,TC-22785,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22785] Verify LD-Editor of Program/Task Marked as Inhibited  Should not Have vertical  Green Rail in System SO.,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878019.txt,POD 56 - Hummingbird,,Structured Text Editor,[Structured Text Editor],2,0,2,0,0,FAILED,Failed,Failed,Results.xml file does not exist,The specified selector does not match any element in the DOM tree.          > | Selector('.ra-ide-app-shell__main-group__panels__pinned__center-panels .ra-ide-dock-panel__container')            |   .with({ visibilityCheck: true timeout: 500 })            |   .find('.mat-mdc-tab-label-container .static-text-inner')            |   .withExactText('Console'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512122\536876939,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512122\536878019,,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user62)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169847361&to=1758170169155
TR-20512123,2025-09-17_STEX,BDOR_L8z_Echo,TC-22787,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22787] Verify Changing the Remote Run to Remote Program should not show Vertical Green Rail in Execution Tab,https://sncstexregression1.az.ra.rockwell.com/stdouts/536877996.txt,POD 56 - Hummingbird,,Structured Text Editor,[Structured Text Editor],2,1,1,0,0,UNSTABLE,Passed,Failed,,The specified selector does not match any element in the DOM tree.          > | Selector('.ra-ide-app-shell__main-group__panels__pinned__center-panels .ra-ide-dock-panel__container')            |   .with({ visibilityCheck: true timeout: 500 })            |   .find('.mat-mdc-tab-label-container .static-text-inner')            |   .withExactText('Console'),\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512123\536876909,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512123\536877996,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user59)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159526965&to=1758160074124,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user30)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169861156&to=1758170135526
TR-20512124,2025-09-17_STEX,BDOR_L8z_Echo,TC-22789,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22789] Verify that Toggle Inline-inlay hints Value Display button is ON by default when controller is ONLINE,https://sncstexregression1.az.ra.rockwell.com/stdouts/536877998.txt,POD 56 - Hummingbird,,Structured Text Editor,[UI Components],2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:37:34 AM      The controller path is set incorrectly.         09/18/2025 04:37:34 AM      Failed to connect with the path 'Ethernet\\\\10.240.249.163\\\\Backplane\\\\0'. Please check path validity and connection.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512124\536876910,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512124\536877998,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user23)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159531785&to=1758159972291,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user50)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169858167&to=1758170330606
TR-20512126,2025-09-17_STEX,BDOR_L8z_Echo,TC-22791,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,"[TC-22791] LD-Verify the program level tag and parameter, When the controller is online mode",https://sncstexregression1.az.ra.rockwell.com/stdouts/536878004.txt,POD 56 - Hummingbird,,Structured Text Editor,[UI Components],2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:39:43 AM      The controller path is set incorrectly.         09/18/2025 04:39:43 AM      Failed to connect with the path 'Ethernet\\\\10.240.237.96\\\\Backplane\\\\0'. Please check path validity and connection.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512126\536876924,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512126\536878004,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user69)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159606168&to=1758160075685,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user47)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169901551&to=1758170435973
TR-20512127,2025-09-17_STEX,BDOR_L8z_Echo,TC-22792,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22792] LD - Verify Open Routine Tags and Parameters icon in Execution explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878002.txt,POD 56 - Hummingbird,,Structured Text Editor,[UI Components],2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:37:34 AM      The controller path is set incorrectly.         09/18/2025 04:37:34 AM      Failed to connect with the path 'Ethernet\\\\10.240.180.215\\\\Backplane\\\\0'. Please check path validity and connection.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512127\536876921,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512127\536878002,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user39)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159629033&to=1758160081159,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user70)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169893860&to=1758170327725
TR-20512128,2025-09-17_STEX,BDOR_L8z_Echo,TC-22793,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22793] LD - Verify routine parameters from execution explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536878007.txt,POD 56 - Hummingbird,,Structured Text Editor,"[UI Components, Structured Text Editor]",2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:39:21 AM      The controller path is set incorrectly.         09/18/2025 04:39:21 AM      Failed to connect with the path 'Ethernet\\\\10.240.184.31\\\\Backplane\\\\0'. Please check path validity and connection.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512128\536876925,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512128\536878007,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user41)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159693226&to=1758160178313,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user53)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169890994&to=1758170397809
TR-20512129,2025-09-17_STEX,BDOR_L8z_Echo,TC-22795,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22795] LD - Verify program parameters from execution explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536877978.txt,POD 56 - Hummingbird,,Structured Text Editor,"[UI Components, Structured Text Editor]",2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:39:21 AM      The controller path is set incorrectly.         09/18/2025 04:39:21 AM      Failed to connect with the path 'Ethernet\\\\10.240.55.76\\\\Backplane\\\\0'. Please check path validity and connection.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512129\536876888,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512129\536877978,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user13)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159698620&to=1758160132692,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user65)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169911586&to=1758170398251
TR-20512130,2025-09-17_STEX,BDOR_L8z_Echo,TC-22797,    BDOR_L8_Echo_0.16.621_AzureDeployment_az,[TC-22797] LD - Verify Open Routine Tags and Parameters icon in System explorer,https://sncstexregression1.az.ra.rockwell.com/stdouts/536877987.txt,POD 56 - Hummingbird,,Structured Text Editor,"[UI Components, Structured Text Editor]",2,1,1,0,0,UNSTABLE,Passed,Failed,,AssertionError: Deploy dialog was not displayed.          09/18/2025 04:43:55 AM      The controller path is set incorrectly.         09/18/2025 04:43:55 AM      Failed to connect with the path 'Ethernet\\\\10.240.169.122\\\\Backplane\\\\0'. Please check path validity and connection.          : expected false to be truthy,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783808\CL-36281\CL-38398\TS-139884\TR-20512130\536876891,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783829\CL-36281\CL-38398\TS-139884\TR-20512130\536877987,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user31)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758159747087&to=1758160536558,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex11-user61)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex11&var-app=All&var-container=All&var-level=All&from=1758169908813&to=1758170710163
