PID,TEST_CYCLE,TEST_SUITE,TEST_CASE,TARGET RELEASE/BUILD,END TO END TEST NAME,OUTPUT LOCATION,ASSIGNED TEAM,WHEN TO RUN,MAIN FUNCTIONAL AREA,SUB FUNCTIONAL AREA,TOTAL RUN LOGS,RUN LOGS PASSED,RUN LOGS FAILED,RUN LOGS SKIPPED,RUN LOGS ERROR,EXECUTION RESULT,EXECUTION STATE 1,EXECUTION STATE 2,FAILURE MESSAGE 1,FAILURE MESSAGE 2,LINK TO EXECUTION ARTIFACTS 1,LINK TO EXECUTION ARTIFACTS 2,LINK TO LOGS 1,LINK TO LOGS 2
TR-20508690,2025-09-17_STEX,ComputerOnly_Tests,TC-119,    0.16.621_AzureDeployment_az,[TC-119] Items should be removed from explorer tree once deleted,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871745.txt,POD 8 - Fox,,Automation Object,[Automation Object],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508690\536869187,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508690\536871745,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user25)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147338645&to=1758147589666,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758156073612&to=1758156315013
TR-20508693,2025-09-17_STEX,ComputerOnly_Tests,TC-149,    0.16.621_AzureDeployment_az,[TC-149] Resize panels - check the canvas adopts the resizing panels,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871747.txt,POD 30 - Falcon,[PixelMatch],Ladder Diagram,"[Ladder Diagram -> Editor, Visual Design, Ladder Diagram]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508693\536869189,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508693\536871747,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user44)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148294079&to=1758148416974,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user05)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758163208122&to=1758163349582
TR-20508694,2025-09-17_STEX,ComputerOnly_Tests,TC-163,    0.16.621_AzureDeployment_az,[TC-163] Try to create a routine with an existing routine name,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871746.txt,POD 30 - Falcon,,Ladder Diagram,"[Ladder Diagram -> Routine, Ladder Diagram]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508694\536869188,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508694\536871746,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user51)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148367241&to=1758148483032,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user25)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758170389606&to=1758170499196
TR-20508695,2025-09-17_STEX,ComputerOnly_Tests,TC-272,    0.16.621_AzureDeployment_az,[TC-272] Check that tab is being opened with size `Tab Container width/Tab Count` ,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871738.txt,POD 7 - Capybara,,UI Components,"[UI Components, UI Components -> Tabs]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508695\536869180,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508695\536871738,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user36)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148193497&to=1758148402251,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user57)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758183397838&to=1758183599244
TR-20508696,2025-09-17_STEX,ComputerOnly_Tests,TC-285,    0.16.621_AzureDeployment_az,[TC-285] Verify that DeviceProfile is closed when user clicks ok to add a device.,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871740.txt,POD 9 - Cobra,,UI Components,"[UI Components, UI Components -> Tabs]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508696\536869182,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508696\536871740,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user55)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148341636&to=1758148535013,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user04)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758167933501&to=1758168139433
TR-20508697,2025-09-17_STEX,ComputerOnly_Tests,TC-288,    0.16.621_AzureDeployment_az,[TC-288][TAG-EDITOR] - Open tag editor,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871739.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508697\536869181,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508697\536871739,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user13)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147284678&to=1758147532401,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758149027777&to=1758149265288
TR-20508698,2025-09-17_STEX,ComputerOnly_Tests,TC-289,    0.16.621_AzureDeployment_az,[TC-289][TAG-EDITOR] - Delete Tag,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871742.txt,POD 14 - Chimera,[Stable Suite],Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508698\536869184,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508698\536871742,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user20)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148307577&to=1758148524428,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758155238435&to=1758155432470
TR-20508699,2025-09-17_STEX,ComputerOnly_Tests,TC-291,    0.16.621_AzureDeployment_az,[TC-291][TAG-EDITOR] Column sorting,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871741.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508699\536869183,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508699\536871741,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user04)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147470472&to=1758147687145,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user55)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758181173135&to=1758181388593
TR-20508700,2025-09-17_STEX,ComputerOnly_Tests,TC-305,    0.16.621_AzureDeployment_az,[TC-305] Start Page displayed properly and general validations,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871744.txt,POD 7 - Capybara,,UI Components,[UI Components],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508700\536869186,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508700\536871744,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147284199&to=1758147394790,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user37)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758172753584&to=1758172881916
TR-20508701,2025-09-17_STEX,ComputerOnly_Tests,TC-330,    0.16.621_AzureDeployment_az,[TC-330] [VD]- Grid Visual Design,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871743.txt,POD 14 - Chimera,[PixelMatch],Tag Editor,"[Tag Editor, Visual Design]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508701\536869185,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508701\536871743,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user56)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148336347&to=1758148484918,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user49)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758174675715&to=1758174823831
TR-20508702,2025-09-17_STEX,ComputerOnly_Tests,TC-338,    0.16.621_AzureDeployment_az,[TC-338] Open Monaco Instance from project,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871733.txt,POD 8 - Fox,[Build Verification],Automation Object,"[Automation Object, Code Editor]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508702\536869176,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508702\536871733,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user28)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147403787&to=1758147511536,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user03)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758165444795&to=1758165571404
TR-20508703,2025-09-17_STEX,ComputerOnly_Tests,TC-366,    0.16.621_AzureDeployment_az,[TC-366] Open Device List tab,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871732.txt,POD 16 - Badger,,Devices,"[Devices, Devices -> Device List]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508703\536869173,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508703\536871732,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user24)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147426426&to=1758147571891,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user48)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758152624701&to=1758152739059
TR-20508704,2025-09-17_STEX,ComputerOnly_Tests,TC-371,    0.16.621_AzureDeployment_az,[TC-371][GENERAL PANEL][PROPERTIES]-Display tag properties,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871735.txt,POD 14 - Chimera,[Build Verification],Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508704\536869177,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508704\536871735,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user12)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148299590&to=1758148493226,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user13)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758150870479&to=1758151056273
TR-20508706,2025-09-17_STEX,ComputerOnly_Tests,TC-376,    0.16.621_AzureDeployment_az,[TC-376] Verify Deploy Center tab can be opened from Device list deploy link,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871734.txt,POD 33 - MerLEE,,Deploy,[Deploy],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508706\536869178,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508706\536871734,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user16)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148316839&to=1758148484206,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user15)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758165441310&to=1758165608940
TR-20508708,2025-09-17_STEX,ComputerOnly_Tests,TC-412,    0.16.621_AzureDeployment_az,[TC-412] GoOnline Panel bar button & extension,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871736.txt,POD 33 - MerLEE,,Go Online,[Go Online],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508708\536869179,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508708\536871736,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user52)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148215150&to=1758148405775,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user23)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758156085266&to=1758156278049
TR-20508709,2025-09-17_STEX,ComputerOnly_Tests,TC-416,    0.16.621_AzureDeployment_az,[TC-416] Verify that the IDE is no restoring the last created/opened project when being open,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871640.txt,POD 7 - Capybara,[Regression],Project Management,[Project Management],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508709\536869165,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508709\536871640,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user57)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147268259&to=1758147365744,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user46)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758165454342&to=1758165518722
TR-20508710,2025-09-17_STEX,ComputerOnly_Tests,TC-420,    0.16.621_AzureDeployment_az,[TC-420][TAG-EDITOR] - Row-Cell Selection,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871641.txt,POD 14 - Chimera,,Tag Editor,[Tag Editor],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508710\536869167,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508710\536871641,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user11)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148230086&to=1758148377848,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user29)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758163223198&to=1758163390104
TR-20508712,2025-09-17_STEX,ComputerOnly_Tests,TC-445,    0.16.621_AzureDeployment_az,[TC-445] Verify message the path is invalid and the console panel behavior when reopening project,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871728.txt,POD 17 - Owlbear,,Deploy,[Deploy],2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508712\536869170,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508712\536871728,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user32)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148308086&to=1758148635218,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user27)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758165449134&to=1758165772913
TR-20508713,2025-09-17_STEX,ComputerOnly_Tests,TC-478,    0.16.621_AzureDeployment_az,[TC-478] Open a Controller Device Profile from Device List,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871721.txt,POD 16 - Badger,,Devices,"[Devices, Devices -> Device List]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508713\536869168,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508713\536871721,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user09)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758147323167&to=1758147448192,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user09)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758179852255&to=1758179965849
TR-20508714,2025-09-17_STEX,ComputerOnly_Tests,TC-483,    0.16.621_AzureDeployment_az,[TC-483] Verify that you are able to add and delete a device and changes are reflected in device list grid,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871731.txt,POD 9 - Cobra,[Stable Suite],UI Components,"[UI Components, UI Components -> Tabs]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508714\536869172,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508714\536871731,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user60)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148299149&to=1758148472864,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user10)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758172134879&to=1758172294663
TR-20508715,2025-09-17_STEX,ComputerOnly_Tests,TC-488,    0.16.621_AzureDeployment_az,[TC-488] NAME column sort in DeviceList,https://sncstexregression1.az.ra.rockwell.com/stdouts/536871730.txt,POD 16 - Badger,,Devices,"[Devices, Devices -> Device List]",2,2,0,0,0,PASSED,Passed,Passed,,,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783784\CL-36281\CL-38398\TS-139869\TR-20508715\536869171,\\stexartifacts.file.core.windows.net\regression1\CVB RAIDER\RL-48\job_11783787\CL-36281\CL-38398\TS-139869\TR-20508715\536871730,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user23)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758148348085&to=1758148559318,https://grafana-dev.ftds-dev.rockwellautomation.com/d/XkLVe0Xnk/logs-with-regex-search-2g?&var-LOKI=l-base001&var-query=:(-%7Cftdsdnightlystex01-user32)%5C%5C)&var-stream=stdout&var-namespace=ftdsdnightlystex01&var-app=All&var-container=All&var-level=All&from=1758180283111&to=1758180484883
